filename,cate,rules,description,problem_cnt,FP,XML_Path
UnusedPrivateField45.java,bestpractices,UnusedPrivateField,#2673 unusedprivatefield false positive with lombok annotation equalsandhashcode,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedPrivateField.xml
UnusedPrivateField46.java,bestpractices,UnusedPrivateField,false positive with field used in unary expression #3671,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedPrivateField.xml
UnusedPrivateField47.java,bestpractices,UnusedPrivateField,false positive when referenced from within inner class,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedPrivateField.xml
ReplaceEnumerationWithIterator0.java,bestpractices,ReplaceEnumerationWithIterator,"bad, implementing enumeration",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/ReplaceEnumerationWithIterator.xml
AccessorMethodGeneration0.java,bestpractices,AccessorMethodGeneration,inner class accesses private field from outer class,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration1.java,bestpractices,AccessorMethodGeneration,inner class accesses private field from outer class unqualified,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration2.java,bestpractices,AccessorMethodGeneration,outer class accesses private field from inner class,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration3.java,bestpractices,AccessorMethodGeneration,non private fields are ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration4.java,bestpractices,AccessorMethodGeneration,"inner class accesses private method of outer class, unqualified",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration5.java,bestpractices,AccessorMethodGeneration,"inner class accesses private method of outer class, qualified",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration6.java,bestpractices,AccessorMethodGeneration,outer class accesses private method of inner class,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration7.java,bestpractices,AccessorMethodGeneration,inner class accesses non-private methods of outer class,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration8.java,bestpractices,AccessorMethodGeneration,#274 - method inside static inner class incorrectly reported as generating accessor methods,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration9.java,bestpractices,AccessorMethodGeneration,#808 - [java] accessormethodgeneration false positives with compile time constants,4,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
AccessorMethodGeneration10.java,bestpractices,AccessorMethodGeneration,nesting three levels,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/AccessorMethodGeneration.xml
ReplaceHashtableWithMap0.java,bestpractices,ReplaceHashtableWithMap,"bad, local variable of type hashtable",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/ReplaceHashtableWithMap.xml
ReplaceHashtableWithMap1.java,bestpractices,ReplaceHashtableWithMap,"bad, param of type hashtable",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/ReplaceHashtableWithMap.xml
LooseCoupling0.java,bestpractices,LooseCoupling,"returning a hashset, bad",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling1.java,bestpractices,LooseCoupling,"returning a map, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling2.java,bestpractices,LooseCoupling,no problemo,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling3.java,bestpractices,LooseCoupling,returning a set,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling4.java,bestpractices,LooseCoupling,field declared of type hashset,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling5.java,bestpractices,LooseCoupling,"field, return type both hashset",2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling6.java,bestpractices,LooseCoupling,two fields,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling7.java,bestpractices,LooseCoupling,method param is hashmap,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling8.java,bestpractices,LooseCoupling,vector could be list,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling9.java,bestpractices,LooseCoupling,arraylist could be list,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling10.java,bestpractices,LooseCoupling,#938 false positive on loosecoupling for overriding methods,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling11.java,bestpractices,LooseCoupling,verify with nested (local) classes,3,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
LooseCoupling12.java,bestpractices,LooseCoupling,false positive with generics #3672,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/LooseCoupling.xml
SimplifiableTestAssertion0.java,bestpractices,SimplifiableTestAssertion,useassertnullinsteadofasserttrue: asserttrue with null,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion1.java,bestpractices,SimplifiableTestAssertion,useassertnullinsteadofasserttrue: assertfalse with != null,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion2.java,bestpractices,SimplifiableTestAssertion,useassertnullinsteadofasserttrue: asserttrue with x == y,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion3.java,bestpractices,SimplifiableTestAssertion,useassertnullinsteadofasserttrue: not a junit test - asserttrue with null,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion4.java,bestpractices,SimplifiableTestAssertion,useassertnullinsteadofasserttrue: junit 4 - asserttrue with null,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion5.java,bestpractices,SimplifiableTestAssertion,useassertnullinsteadofasserttrue: junit 5 - asserttrue with null - @test,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion6.java,bestpractices,SimplifiableTestAssertion,useassertnullinsteadofasserttrue: junit 5 - assertions.asserttrue,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion7.java,bestpractices,SimplifiableTestAssertion,useassertsameinsteadofasserttrue: assert true a == b,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion8.java,bestpractices,SimplifiableTestAssertion,useassertsameinsteadofasserttrue: assert true a != b,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion9.java,bestpractices,SimplifiableTestAssertion,useassertsameinsteadofasserttrue: assert false a == b,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion10.java,bestpractices,SimplifiableTestAssertion,useassertsameinsteadofasserttrue: assert false a != b,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion11.java,bestpractices,SimplifiableTestAssertion,"useassertsameinsteadofasserttrue: bug 1626715, the null check in the rule shouldn't match the null outside the assert method",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion12.java,bestpractices,SimplifiableTestAssertion,useassertsameinsteadofasserttrue: assert true a == b but not a junit test,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion13.java,bestpractices,SimplifiableTestAssertion,useassertsameinsteadofasserttrue: junit 4 - assert true a == b,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion14.java,bestpractices,SimplifiableTestAssertion,do not fp if we don't know where the method is coming from,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion15.java,bestpractices,SimplifiableTestAssertion,useassertsameinsteadofasserttrue: junit 5 - assert true a == b - @test,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion16.java,bestpractices,SimplifiableTestAssertion,useassertsameinsteadofasserttrue: junit 5 - assert true a == b - with qualifier,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion17.java,bestpractices,SimplifiableTestAssertion,assertfalse(!),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion18.java,bestpractices,SimplifiableTestAssertion,asserttrue(!),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion19.java,bestpractices,SimplifiableTestAssertion,ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion20.java,bestpractices,SimplifiableTestAssertion,not a junit test - assertfalse(!),0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion21.java,bestpractices,SimplifiableTestAssertion,junit 4 - assertfalse(!),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion22.java,bestpractices,SimplifiableTestAssertion,junit 5 - assertfalse(!),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion23.java,bestpractices,SimplifiableTestAssertion,use assert equals: positive test 1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion24.java,bestpractices,SimplifiableTestAssertion,use assert equals: positive test 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion25.java,bestpractices,SimplifiableTestAssertion,use assert equals: positive test 3,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion26.java,bestpractices,SimplifiableTestAssertion,use assert equals: positive test 4,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion27.java,bestpractices,SimplifiableTestAssertion,use assert equals: negative test,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion28.java,bestpractices,SimplifiableTestAssertion,use assert equals: not a junit test,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion29.java,bestpractices,SimplifiableTestAssertion,use assert equals: junit4,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion30.java,bestpractices,SimplifiableTestAssertion,use assert equals: junit5 - @test,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion31.java,bestpractices,SimplifiableTestAssertion,junit test contains assertequals on other than boolean literal,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion32.java,bestpractices,SimplifiableTestAssertion,junit test contains assertequals on boolean literal,5,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion33.java,bestpractices,SimplifiableTestAssertion,junit test contains assertequals on boolean with other thing not bool,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion34.java,bestpractices,SimplifiableTestAssertion,#1323 false positive case of useasserttrueinsteadofassertequals,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion35.java,bestpractices,SimplifiableTestAssertion,junit test contains assertequals with boxed booleans,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion36.java,bestpractices,SimplifiableTestAssertion,junit test contains assertequals with boxed booleans as param,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion37.java,bestpractices,SimplifiableTestAssertion,assertequals with call chain and not operator,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
SimplifiableTestAssertion38.java,bestpractices,SimplifiableTestAssertion,assertsame is not applicable on primitives,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/SimplifiableTestAssertion.xml
ForLoopVariableCount0.java,bestpractices,ForLoopVariableCount,default: valid case,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/ForLoopVariableCount.xml
ForLoopVariableCount1.java,bestpractices,ForLoopVariableCount,default: failing case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/ForLoopVariableCount.xml
ForLoopVariableCount2.java,bestpractices,ForLoopVariableCount,custom count: valid case,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/ForLoopVariableCount.xml
ForLoopVariableCount3.java,bestpractices,ForLoopVariableCount,custom count: valid (but useless) case,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/ForLoopVariableCount.xml
ForLoopVariableCount4.java,bestpractices,ForLoopVariableCount,custom count: failing case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/ForLoopVariableCount.xml
JUnitAssertionsShouldIncludeMessage0.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertarrayequals ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage1.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertarrayequals bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage2.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertequals ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage3.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertequals with string variable as message ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage4.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertequals with delta ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage5.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertequals bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage6.java,bestpractices,JUnitAssertionsShouldIncludeMessage,"assertequals bad, without import",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage7.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertequals with delta bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage8.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertequals with delta but missing assertion message not ok,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage9.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertfalse ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage10.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertfalse bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage11.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertnotnull ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage12.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertnotnull bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage13.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertnotsame ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage14.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertnotsame bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage15.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertnull ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage16.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertnull bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage17.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertsame ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage18.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertsame bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage19.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertthat ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage20.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assertthat bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage21.java,bestpractices,JUnitAssertionsShouldIncludeMessage,asserttrue ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage22.java,bestpractices,JUnitAssertionsShouldIncludeMessage,asserttrue bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage23.java,bestpractices,JUnitAssertionsShouldIncludeMessage,fail ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage24.java,bestpractices,JUnitAssertionsShouldIncludeMessage,fail bad,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage25.java,bestpractices,JUnitAssertionsShouldIncludeMessage,find that pesky bug,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage26.java,bestpractices,JUnitAssertionsShouldIncludeMessage,not a junit test - assertequals bad,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage27.java,bestpractices,JUnitAssertionsShouldIncludeMessage,junit 4 - assertequals,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage28.java,bestpractices,JUnitAssertionsShouldIncludeMessage,junit 4 - assertequals - without imports,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage29.java,bestpractices,JUnitAssertionsShouldIncludeMessage,#1374 junitassertionsshouldincludemessage does not work,4,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage30.java,bestpractices,JUnitAssertionsShouldIncludeMessage,#1373 junitassertionsshouldincludemessage is no longer compatible with testng,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage31.java,bestpractices,JUnitAssertionsShouldIncludeMessage,issue #1009: junitassertionsshouldincludemessage - false positive with assertequals and junit5,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage32.java,bestpractices,JUnitAssertionsShouldIncludeMessage,#2149 [java] junitassertionsshouldincludemessage - false positive with assertequals and junit5,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
JUnitAssertionsShouldIncludeMessage33.java,bestpractices,JUnitAssertionsShouldIncludeMessage,assert calls should be considered in the whole file that contains at least one test case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/JUnitAssertionsShouldIncludeMessage.xml
UseTryWithResources0.java,bestpractices,UseTryWithResources,code sample,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UseTryWithResources1.java,bestpractices,UseTryWithResources,with ioutils.closequietly 1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UseTryWithResources2.java,bestpractices,UseTryWithResources,with ioutils.closequietly 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UseTryWithResources3.java,bestpractices,UseTryWithResources,multiple resources,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UseTryWithResources4.java,bestpractices,UseTryWithResources,custom close methods,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UseTryWithResources5.java,bestpractices,UseTryWithResources,false negative with two resources,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UseTryWithResources6.java,bestpractices,UseTryWithResources,false positive with no autocloseable,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UseTryWithResources7.java,bestpractices,UseTryWithResources,custom close methods with multiple arguments,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UseTryWithResources12.java,bestpractices,UseTryWithResources,npe when determining closetarget,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UseTryWithResources.xml
UnusedLocalVariable0.java,bestpractices,UnusedLocalVariable,unused local with assignment,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable1.java,bestpractices,UnusedLocalVariable,unused local w/o assignment,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable2.java,bestpractices,UnusedLocalVariable,unused local in constructor,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable3.java,bestpractices,UnusedLocalVariable,local used on rhs,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable4.java,bestpractices,UnusedLocalVariable,unused local in static initializer,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable5.java,bestpractices,UnusedLocalVariable,unused field,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable6.java,bestpractices,UnusedLocalVariable,loop indexes are not unused locals,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable7.java,bestpractices,UnusedLocalVariable,local used in anonymous inner class,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable8.java,bestpractices,UnusedLocalVariable,"two unused locals of same name, one in nested class",2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable9.java,bestpractices,UnusedLocalVariable,two locals declared on same line,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable10.java,bestpractices,UnusedLocalVariable,an assignment does not a usage make,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable11.java,bestpractices,UnusedLocalVariable,a compound assignment operator doth a usage make,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
UnusedLocalVariable12.java,bestpractices,UnusedLocalVariable,assignment to a member field means used,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/bestpractices/xml/UnusedLocalVariable.xml
